timestamp,machine_id,operator_id,engine_hours,fuel_used_l,load_cycles,idling_time_min,seatbelt_status,safety_alert_triggered,provenance,machine_model,air_temperature_c,soil_type,soil_moisture_percent_vwc,interval_minutes,timezone,generator_version,generation_seed
2025-05-06 14:00:00,EXC002,OP1001,6214.2,4.7,6,40.2,Fastened,No,synthetic,CAT 325,24.3,Loam,21.0,60.0,America/Chicago,data-001-v1,42
2025-05-06 15:00:00,EXC002,OP2001,6214.9,5.5,9,31.9,Fastened,No,synthetic,CAT 325,13.8,Loam,23.9,60.0,America/Chicago,data-001-v1,42
2025-05-06 16:00:00,EXC002,OP1001,6215.8,7.7,18,3.0,Fastened,No,synthetic,CAT 325,20.5,Clay,21.9,60.0,America/Chicago,data-001-v1,42
2025-05-06 17:00:00,EXC002,OP2001,6216.4,0.6,0,52.8,Fastened,No,synthetic,CAT 325,22.5,Gravel,43.7,60.0,America/Chicago,data-001-v1,42
2025-05-07 06:00:00,EXC001,OP1001,1548.0,0.5,0,50.8,Fastened,No,synthetic,CAT 325,13.1,Clay,64.5,60.0,America/Chicago,data-001-v1,42
2025-05-07 07:00:00,EXC001,OP2001,1548.6,0.8,0,48.0,Fastened,No,synthetic,CAT 325,11.0,Gravel,32.5,60.0,America/Chicago,data-001-v1,42
2025-05-07 08:00:00,EXC001,OP1001,1549.4,4.2,9,28.0,Fastened,No,synthetic,CAT 325,20.3,Clay,9.3,60.0,America/Chicago,data-001-v1,42
2025-05-07 09:00:00,EXC001,OP2001,1550.1,5.9,12,21.3,Fastened,No,synthetic,CAT 325,8.1,Clay,54.8,60.0,America/Chicago,data-001-v1,42
2025-05-07 10:00:00,EXC001,OP1001,1550.8,6.9,14,19.2,Fastened,No,synthetic,CAT 325,32.7,Gravel,41.9,60.0,America/Chicago,data-001-v1,42
2025-05-07 11:00:00,EXC001,OP2001,1551.4,5.2,9,28.6,Fastened,No,synthetic,CAT 325,18.4,Loam,9.9,60.0,America/Chicago,data-001-v1,42
2025-05-07 12:00:00,EXC001,OP1001,1552.2,4.9,6,38.4,Fastened,No,synthetic,CAT 325,27.0,Loam,36.3,60.0,America/Chicago,data-001-v1,42
2025-05-07 13:00:00,EXC001,OP2001,1552.8,3.8,5,42.6,Fastened,No,synthetic,CAT 325,25.6,Loam,32.3,60.0,America/Chicago,data-001-v1,42
2025-05-07 14:00:00,EXC001,OP1001,1553.6,5.9,12,20.2,Fastened,No,synthetic,CAT 325,18.8,Sand,39.2,60.0,America/Chicago,data-001-v1,42
2025-05-07 15:00:00,EXC001,OP2001,1554.4,6.0,12,26.7,Fastened,No,synthetic,CAT 325,9.7,Clay,45.2,60.0,America/Chicago,data-001-v1,42
2025-05-07 16:00:00,EXC001,OP1001,1555.1,5.6,11,27.7,Fastened,No,synthetic,CAT 325,18.7,Loam,51.5,60.0,America/Chicago,data-001-v1,42
2025-05-07 17:00:00,EXC001,OP2001,1555.9,7.4,14,17.3,Fastened,No,synthetic,CAT 325,6.5,Loam,5.5,60.0,America/Chicago,data-001-v1,42
2025-05-07 06:00:00,EXC002,OP1001,6217.1,4.0,6,32.2,Fastened,No,synthetic,CAT 325,15.5,Loam,32.6,60.0,America/Chicago,data-001-v1,42
2025-05-07 07:00:00,EXC002,OP2001,6217.8,4.7,3,47.0,Fastened,No,synthetic,CAT 325,11.9,Sand,25.9,60.0,America/Chicago,data-001-v1,42
2025-05-07 08:00:00,EXC002,OP1001,6218.4,5.3,12,25.1,Fastened,No,synthetic,CAT 325,14.4,Gravel,37.6,60.0,America/Chicago,data-001-v1,42
2025-05-07 09:00:00,EXC002,OP2001,6219.0,4.1,4,43.8,Fastened,No,synthetic,CAT 325,20.7,Loam,51.2,60.0,America/Chicago,data-001-v1,42
2025-05-07 10:00:00,EXC002,OP1001,6219.9,6.8,14,20.6,Fastened,No,synthetic,CAT 325,20.3,Sand,20.2,60.0,America/Chicago,data-001-v1,42
2025-05-07 11:00:00,EXC002,OP2001,6220.7,5.7,9,30.3,Fastened,No,synthetic,CAT 325,23.6,Sand,25.5,60.0,America/Chicago,data-001-v1,42
2025-05-07 12:00:00,EXC002,OP1001,6221.5,8.4,17,7.1,Fastened,No,synthetic,CAT 325,34.0,Sand,45.6,60.0,America/Chicago,data-001-v1,42
2025-05-07 13:00:00,EXC002,OP2001,6222.3,6.0,14,17.8,Fastened,No,synthetic,CAT 325,15.2,Clay,26.8,60.0,America/Chicago,data-001-v1,42
2025-05-07 14:00:00,EXC002,OP1001,6223.0,4.4,4,44.3,Fastened,No,synthetic,CAT 325,16.8,Sand,7.6,60.0,America/Chicago,data-001-v1,42
2025-05-07 15:00:00,EXC002,OP2001,6223.7,6.9,16,8.4,Fastened,No,synthetic,CAT 325,24.7,Gravel,21.1,60.0,America/Chicago,data-001-v1,42
2025-05-07 16:00:00,EXC002,OP1001,6224.4,7.2,11,22.6,Fastened,No,synthetic,CAT 325,17.2,Gravel,39.6,60.0,America/Chicago,data-001-v1,42
2025-05-07 17:00:00,EXC002,OP2001,6225.0,0.6,0,50.0,Fastened,No,synthetic,CAT 325,25.8,Loam,25.1,60.0,America/Chicago,data-001-v1,42
2025-05-08 06:00:00,EXC001,OP1001,1556.7,5.2,11,26.8,Fastened,No,synthetic,CAT 325,26.9,Loam,21.4,60.0,America/Chicago,data-001-v1,42
2025-05-08 07:00:00,EXC001,OP2001,1557.4,0.5,0,52.0,Fastened,No,synthetic,CAT 325,30.1,Clay,25.1,60.0,America/Chicago,data-001-v1,42
2025-05-08 08:00:00,EXC001,OP1001,1558.2,3.6,6,37.8,Fastened,No,synthetic,CAT 325,21.7,Sand,34.1,60.0,America/Chicago,data-001-v1,42
2025-05-08 09:00:00,EXC001,OP2001,1559.0,6.1,10,28.2,Fastened,No,synthetic,CAT 325,29.4,Loam,33.6,60.0,America/Chicago,data-001-v1,42
2025-05-08 10:00:00,EXC001,OP1001,1559.9,6.1,15,12.5,Unfastened,Yes,synthetic,CAT 325,28.2,Sand,31.4,60.0,America/Chicago,data-001-v1,42
2025-05-08 11:00:00,EXC001,OP2001,1560.8,7.8,17,14.2,Unfastened,Yes,synthetic,CAT 325,25.9,Sand,13.3,60.0,America/Chicago,data-001-v1,42
2025-05-08 12:00:00,EXC001,OP1001,1561.4,4.8,6,36.1,Fastened,No,synthetic,CAT 325,18.2,Sand,24.7,60.0,America/Chicago,data-001-v1,42
2025-05-08 13:00:00,EXC001,OP2001,1562.3,8.4,15,10.6,Fastened,No,synthetic,CAT 325,9.1,Sand,34.0,60.0,America/Chicago,data-001-v1,42
2025-05-08 14:00:00,EXC001,OP1001,1563.0,5.5,10,30.3,Fastened,No,synthetic,CAT 325,20.9,Gravel,9.1,60.0,America/Chicago,data-001-v1,42
2025-05-08 15:00:00,EXC001,OP2001,1563.7,0.5,0,45.1,Fastened,No,synthetic,CAT 325,13.4,Sand,6.8,60.0,America/Chicago,data-001-v1,42
2025-05-08 16:00:00,EXC001,OP1001,1564.3,0.8,0,54.5,Fastened,No,synthetic,CAT 325,18.1,Loam,43.4,60.0,America/Chicago,data-001-v1,42
2025-05-08 17:00:00,EXC001,OP2001,1565.0,6.5,8,33.1,Fastened,No,synthetic,CAT 325,10.4,Loam,6.1,60.0,America/Chicago,data-001-v1,42
2025-05-08 06:00:00,EXC002,OP1001,6225.6,5.8,9,30.1,Fastened,No,synthetic,CAT 325,18.2,Loam,31.0,60.0,America/Chicago,data-001-v1,42
2025-05-08 07:00:00,EXC002,OP2001,6226.3,4.6,8,33.1,Fastened,No,synthetic,CAT 325,13.1,Sand,22.7,60.0,America/Chicago,data-001-v1,42
2025-05-08 08:00:00,EXC002,OP1001,6226.9,5.0,5,43.1,Fastened,No,synthetic,CAT 325,13.3,Loam,24.5,60.0,America/Chicago,data-001-v1,42
2025-05-08 09:00:00,EXC002,OP2001,6227.7,6.7,13,18.7,Fastened,No,synthetic,CAT 325,28.5,Loam,49.6,60.0,America/Chicago,data-001-v1,42
2025-05-08 10:00:00,EXC002,OP1001,6228.5,8.4,18,5.3,Fastened,No,synthetic,CAT 325,11.7,Gravel,28.6,60.0,America/Chicago,data-001-v1,42
2025-05-08 11:00:00,EXC002,OP2001,6229.3,4.3,8,35.8,Fastened,No,synthetic,CAT 325,11.6,Clay,53.1,60.0,America/Chicago,data-001-v1,42
2025-05-08 12:00:00,EXC002,OP1001,6230.1,5.1,9,30.2,Fastened,No,synthetic,CAT 325,14.9,Loam,27.2,60.0,America/Chicago,data-001-v1,42
2025-05-08 13:00:00,EXC002,OP2001,6230.8,0.5,0,52.0,Fastened,No,synthetic,CAT 325,21.9,Clay,23.6,60.0,America/Chicago,data-001-v1,42
2025-05-08 14:00:00,EXC002,OP1001,6231.6,7.5,17,8.1,Fastened,No,synthetic,CAT 325,28.3,Loam,23.4,60.0,America/Chicago,data-001-v1,42
2025-05-08 15:00:00,EXC002,OP2001,6232.3,5.8,11,22.5,Fastened,No,synthetic,CAT 325,26.8,Clay,21.5,60.0,America/Chicago,data-001-v1,42
2025-05-08 16:00:00,EXC002,OP1001,6233.1,5.0,9,39.3,Fastened,No,synthetic,CAT 325,24.3,Loam,7.6,60.0,America/Chicago,data-001-v1,42
2025-05-08 17:00:00,EXC002,OP2001,6233.9,9.0,18,4.3,Fastened,No,synthetic,CAT 325,17.1,Clay,46.2,60.0,America/Chicago,data-001-v1,42
2025-05-09 06:00:00,EXC001,OP1001,1565.7,6.2,13,17.7,Fastened,No,synthetic,CAT 325,28.4,Loam,29.0,60.0,America/Chicago,data-001-v1,42
2025-05-09 07:00:00,EXC001,OP2001,1566.4,8.8,16,13.5,Fastened,No,synthetic,CAT 325,9.4,Loam,27.5,60.0,America/Chicago,data-001-v1,42
2025-05-09 08:00:00,EXC001,OP1001,1567.1,6.1,13,22.5,Fastened,No,synthetic,CAT 325,10.9,Sand,7.3,60.0,America/Chicago,data-001-v1,42
2025-05-09 09:00:00,EXC001,OP2001,1567.7,3.1,5,38.7,Fastened,No,synthetic,CAT 325,14.4,Loam,53.7,60.0,America/Chicago,data-001-v1,42
2025-05-09 10:00:00,EXC001,OP1001,1568.5,4.1,8,32.0,Fastened,No,synthetic,CAT 325,16.2,Sand,36.5,60.0,America/Chicago,data-001-v1,42
2025-05-09 11:00:00,EXC001,OP2001,1569.2,6.9,14,14.2,Fastened,No,synthetic,CAT 325,18.7,Loam,51.2,60.0,America/Chicago,data-001-v1,42
2025-05-09 12:00:00,EXC001,OP1001,1569.8,0.6,0,52.4,Fastened,No,synthetic,CAT 325,13.0,Clay,42.5,60.0,America/Chicago,data-001-v1,42
2025-05-09 13:00:00,EXC001,OP2001,1570.5,4.1,6,42.4,Fastened,No,synthetic,CAT 325,10.0,Sand,64.5,60.0,America/Chicago,data-001-v1,42
2025-05-09 14:00:00,EXC001,OP1001,1571.3,2.7,4,39.7,Unfastened,Yes,synthetic,CAT 325,14.7,Loam,11.4,60.0,America/Chicago,data-001-v1,42
2025-05-09 15:00:00,EXC001,OP2001,1572.2,6.4,16,12.9,Fastened,No,synthetic,CAT 325,19.9,Sand,28.0,60.0,America/Chicago,data-001-v1,42
2025-05-09 16:00:00,EXC001,OP1001,1573.0,6.0,8,34.4,Fastened,No,synthetic,CAT 325,10.0,Gravel,47.8,60.0,America/Chicago,data-001-v1,42
2025-05-09 17:00:00,EXC001,OP2001,1573.7,3.7,6,41.0,Fastened,No,synthetic,CAT 325,23.8,Loam,49.1,60.0,America/Chicago,data-001-v1,42
2025-05-09 06:00:00,EXC002,OP1001,6234.5,5.4,9,36.1,Fastened,No,synthetic,CAT 325,7.4,Sand,33.5,60.0,America/Chicago,data-001-v1,42
2025-05-09 07:00:00,EXC002,OP2001,6235.2,6.1,11,25.7,Fastened,No,synthetic,CAT 325,24.2,Loam,46.5,60.0,America/Chicago,data-001-v1,42
2025-05-09 08:00:00,EXC002,OP1001,6235.9,0.7,0,47.5,Fastened,No,synthetic,CAT 325,24.3,Gravel,49.5,60.0,America/Chicago,data-001-v1,42
2025-05-09 09:00:00,EXC002,OP2001,6236.5,6.1,6,40.8,Fastened,No,synthetic,CAT 325,34.4,Clay,26.3,60.0,America/Chicago,data-001-v1,42
2025-05-09 10:00:00,EXC002,OP1001,6237.3,7.0,18,5.7,Fastened,No,synthetic,CAT 325,28.5,Gravel,27.0,60.0,America/Chicago,data-001-v1,42
2025-05-09 11:00:00,EXC002,OP2001,6238.2,7.2,17,6.8,Fastened,No,synthetic,CAT 325,24.4,Sand,30.3,60.0,America/Chicago,data-001-v1,42
2025-05-09 12:00:00,EXC002,OP1001,6238.9,0.7,0,52.3,Fastened,No,synthetic,CAT 325,25.6,Gravel,26.9,60.0,America/Chicago,data-001-v1,42
2025-05-09 13:00:00,EXC002,OP2001,6239.8,7.0,14,20.7,Fastened,No,synthetic,CAT 325,9.4,Gravel,49.1,60.0,America/Chicago,data-001-v1,42
2025-05-09 14:00:00,EXC002,OP1001,6240.6,6.4,13,17.6,Unfastened,Yes,synthetic,CAT 325,20.5,Sand,56.1,60.0,America/Chicago,data-001-v1,42
2025-05-09 15:00:00,EXC002,OP2001,6241.5,6.7,11,21.7,Fastened,No,synthetic,CAT 325,16.7,Loam,65.3,60.0,America/Chicago,data-001-v1,42
2025-05-09 16:00:00,EXC002,OP1001,6242.2,0.9,0,54.3,Fastened,No,synthetic,CAT 325,20.3,Loam,45.6,60.0,America/Chicago,data-001-v1,42
2025-05-09 17:00:00,EXC002,OP2001,6242.9,2.4,3,46.9,Fastened,No,synthetic,CAT 325,16.0,Loam,37.5,60.0,America/Chicago,data-001-v1,42
2025-05-12 06:00:00,EXC001,OP1001,1574.4,7.0,13,15.5,Fastened,No,synthetic,CAT 325,25.0,Loam,60.5,60.0,America/Chicago,data-001-v1,42
2025-05-12 07:00:00,EXC001,OP2001,1575.0,7.4,14,18.1,Fastened,No,synthetic,CAT 325,22.8,Sand,56.5,60.0,America/Chicago,data-001-v1,42
2025-05-12 08:00:00,EXC001,OP1001,1575.8,7.6,12,20.4,Fastened,No,synthetic,CAT 325,22.4,Sand,13.2,60.0,America/Chicago,data-001-v1,42
2025-05-12 09:00:00,EXC001,OP2001,1576.7,7.9,17,2.2,Unfastened,Yes,synthetic,CAT 325,9.8,Loam,20.1,60.0,America/Chicago,data-001-v1,42
2025-05-12 10:00:00,EXC001,OP1001,1577.3,0.8,0,52.9,Fastened,No,synthetic,CAT 325,11.1,Sand,52.0,60.0,America/Chicago,data-001-v1,42
2025-05-12 11:00:00,EXC001,OP2001,1578.0,4.2,3,46.9,Fastened,No,synthetic,CAT 325,26.9,Clay,55.3,60.0,America/Chicago,data-001-v1,42
2025-05-12 12:00:00,EXC001,OP1001,1578.8,6.9,15,20.9,Fastened,No,synthetic,CAT 325,20.3,Loam,27.9,60.0,America/Chicago,data-001-v1,42
2025-05-12 13:00:00,EXC001,OP2001,1579.7,6.1,10,21.9,Fastened,No,synthetic,CAT 325,25.8,Loam,46.3,60.0,America/Chicago,data-001-v1,42
2025-05-12 14:00:00,EXC001,OP1001,1580.2,0.9,0,54.2,Fastened,No,synthetic,CAT 325,23.9,Sand,32.8,60.0,America/Chicago,data-001-v1,42
2025-05-12 15:00:00,EXC001,OP2001,1580.9,4.8,10,26.2,Fastened,No,synthetic,CAT 325,29.4,Clay,26.2,60.0,America/Chicago,data-001-v1,42
2025-05-12 16:00:00,EXC001,OP1001,1581.6,5.0,6,37.9,Fastened,No,synthetic,CAT 325,16.5,Loam,49.6,60.0,America/Chicago,data-001-v1,42
2025-05-12 17:00:00,EXC001,OP2001,1582.2,5.4,13,20.3,Fastened,No,synthetic,CAT 325,21.5,Loam,41.9,60.0,America/Chicago,data-001-v1,42
2025-05-12 06:00:00,EXC002,OP1001,6243.7,8.2,18,0.0,Fastened,No,synthetic,CAT 325,19.7,Gravel,10.6,60.0,America/Chicago,data-001-v1,42
2025-05-12 07:00:00,EXC002,OP2001,6244.4,1.0,0,50.2,Fastened,No,synthetic,CAT 325,24.9,Gravel,25.6,60.0,America/Chicago,data-001-v1,42
2025-05-12 08:00:00,EXC002,OP1001,6245.0,7.5,12,22.0,Fastened,No,synthetic,CAT 325,20.9,Sand,45.4,60.0,America/Chicago,data-001-v1,42
2025-05-12 09:00:00,EXC002,OP2001,6245.9,7.0,13,21.1,Fastened,No,synthetic,CAT 325,18.3,Clay,56.4,60.0,America/Chicago,data-001-v1,42
2025-05-12 10:00:00,EXC002,OP1001,6246.8,6.3,16,9.3,Fastened,No,synthetic,CAT 325,26.2,Sand,46.8,60.0,America/Chicago,data-001-v1,42
2025-05-12 11:00:00,EXC002,OP2001,6247.6,3.9,3,40.9,Fastened,No,synthetic,CAT 325,15.9,Loam,35.3,60.0,America/Chicago,data-001-v1,42
2025-05-12 12:00:00,EXC002,OP1001,6248.3,4.1,6,32.1,Fastened,No,synthetic,CAT 325,21.6,Sand,42.1,60.0,America/Chicago,data-001-v1,42
2025-05-12 13:00:00,EXC002,OP2001,6249.1,8.2,15,9.5,Fastened,No,synthetic,CAT 325,17.9,Sand,37.8,60.0,America/Chicago,data-001-v1,42
2025-05-12 14:00:00,EXC002,OP1001,6249.9,6.0,10,28.3,Fastened,No,synthetic,CAT 325,18.8,Sand,40.3,60.0,America/Chicago,data-001-v1,42
2025-05-12 15:00:00,EXC002,OP2001,6250.7,7.0,13,15.7,Fastened,No,synthetic,CAT 325,21.5,Loam,7.5,60.0,America/Chicago,data-001-v1,42
2025-05-12 16:00:00,EXC002,OP1001,6251.4,7.2,11,26.8,Fastened,No,synthetic,CAT 325,20.9,Sand,17.6,60.0,America/Chicago,data-001-v1,42
2025-05-12 17:00:00,EXC002,OP2001,6252.2,6.8,12,19.9,Fastened,No,synthetic,CAT 325,11.1,Gravel,20.4,60.0,America/Chicago,data-001-v1,42
2025-05-13 06:00:00,EXC001,OP1001,1582.8,3.8,3,48.2,Fastened,No,synthetic,CAT 325,13.9,Clay,5.7,60.0,America/Chicago,data-001-v1,42
2025-05-13 07:00:00,EXC001,OP2001,1583.7,7.7,18,11.8,Fastened,No,synthetic,CAT 325,26.8,Clay,30.5,60.0,America/Chicago,data-001-v1,42
2025-05-13 08:00:00,EXC001,OP1001,1584.6,6.7,17,4.1,Fastened,No,synthetic,CAT 325,7.5,Loam,31.2,60.0,America/Chicago,data-001-v1,42
2025-05-13 09:00:00,EXC001,OP2001,1585.2,4.4,4,43.1,Fastened,No,synthetic,CAT 325,18.7,Loam,21.3,60.0,America/Chicago,data-001-v1,42
2025-05-13 10:00:00,EXC001,OP1001,1586.0,4.7,4,40.7,Fastened,No,synthetic,CAT 325,23.0,Sand,45.0,60.0,America/Chicago,data-001-v1,42
2025-05-13 11:00:00,EXC001,OP2001,1586.6,6.6,9,34.1,Fastened,No,synthetic,CAT 325,20.4,Sand,34.7,60.0,America/Chicago,data-001-v1,42
2025-05-13 12:00:00,EXC001,OP1001,1587.4,4.1,9,27.6,Fastened,No,synthetic,CAT 325,12.6,Gravel,60.9,60.0,America/Chicago,data-001-v1,42
2025-05-13 13:00:00,EXC001,OP2001,1588.1,0.7,0,53.7,Fastened,No,synthetic,CAT 325,26.1,Gravel,43.2,60.0,America/Chicago,data-001-v1,42
2025-05-13 14:00:00,EXC001,OP1001,1588.7,6.0,8,37.6,Fastened,Yes,synthetic,CAT 325,15.2,Loam,42.1,60.0,America/Chicago,data-001-v1,42
2025-05-13 15:00:00,EXC001,OP2001,1589.3,5.0,4,49.9,Unfastened,Yes,synthetic,CAT 325,22.1,Loam,60.8,60.0,America/Chicago,data-001-v1,42
2025-05-13 16:00:00,EXC001,OP1001,1590.1,6.8,12,17.7,Unfastened,Yes,synthetic,CAT 325,24.3,Loam,41.6,60.0,America/Chicago,data-001-v1,42
